Bib ID,Tipo,Autor,Año,Título,Revista o editorial,Volumen,Número,Páginas,Ciudad,DOI,URL,ISBN,ISSN,Cobertura geográfica,Temas,Idioma,Estado de verificación,Notas,Cita sugerida
BIB-A-1028,Artículo,"Builes, Miguel Angel",1973,Elaboración de la fariña entre los grupos del sur de Colombia,Ethnia,,41,,,,,,,,,,No verificado externamente,,"Builes, Miguel Angel. (1973). Elaboración de la fariña entre los grupos del sur de Colombia. Ethnia."
BIB-A-1029,Artículo,"León Rey, José Antonio",1973,El Yomogo,Boletín de la Academia Colombiana,,99,386-387,,,,,,,,,No verificado externamente,,"León Rey, José Antonio. (1973). El Yomogo. Boletín de la Academia Colombiana."
BIB-A-1030,Artículo,"Newmar.k, Claus",1973,Lo folclórico en el arte precolombino,Colombia Ilustrada,,10,48-,,,,,,,,,No verificado externamente,,"Newmar.k, Claus. (1973). Lo folclórico en el arte precolombino. Colombia Ilustrada."
BIB-A-1031,Artículo,"Olivares, Antonio",1973,La avifauna amazónica y el elemento indígena,Ethnia,,43,80-82,,,,,,,,,No verificado externamente,,"Olivares, Antonio. (1973). La avifauna amazónica y el elemento indígena. Ethnia."
BIB-A-1032,Artículo,Varios,1973,Museo de Cuadros de Costumbres,Biblioteca del Banco Popular,,46-47-48-49,-Bogotá,,,,,,,,,No verificado externamente,,Varios. (1973). Museo de Cuadros de Costumbres. Biblioteca del Banco Popular.
BIB-A-1033,Artículo,"Villamizar, Rafael",1973,Aspectos de antiguos medios de transporte en Colombia,Colombia Ilustrada,,10,69-71,,,,,,,,,No verificado externamente,,"Villamizar, Rafael. (1973). Aspectos de antiguos medios de transporte en Colombia. Colombia Ilustrada."
BIB-A-1034,Artículo,Academia Colombiana de la Lengua,1974,Acuerdo sobre la formación del Diccionario de Provincialismos 1874-1910 de Colombia,Anuario de la Academia Colombiana de la Lengua,,1,548-550,,,,,,,,,No verificado externamente,,Academia Colombiana de la Lengua. (1974). Acuerdo sobre la formación del Diccionario de Provincialismos 1874-1910 de Colombia. Anuario de la Academia Colombiana de la Lengua.
BIB-A-1035,Artículo,"Ortíz, Sergio Elías",1974,Cantares de Ipiales,Revista de Historia,3,15 - 18,103-107,,,,,,,,,No verificado externamente,,"Ortíz, Sergio Elías. (1974). Cantares de Ipiales. Revista de Historia."
BIB-A-1036,Artículo,"Granda Gutiérrez, Germán",1976,Romances de tradición oral conservados entre los negros del occidente de Colombia,Thesaurus: Boletín del instituto Caro y Cuervo,31,2,209-229,,,,,,,,,No verificado externamente,,"Granda Gutiérrez, Germán. (1976). Romances de tradición oral conservados entre los negros del occidente de Colombia. Thesaurus: Boletín del instituto Caro y Cuervo."
BIB-A-1037,Artículo,"Dougherty, Frank",1977,Romances tradicionales de Santander,Thesaurus: Boletín del instituto Caro y Cuervo,32,2,242-272,,,,,,,,,No verificado externamente,,"Dougherty, Frank. (1977). Romances tradicionales de Santander. Thesaurus: Boletín del instituto Caro y Cuervo."
BIB-A-1038,Artículo,"Mateus, Luis Fernando. Camacho",1981,La copla folklorica en Santander y la guabina velena.,Embera; Revista del Folclor (Medellin),,1,23-33,,,,,,,,,No verificado externamente,,"Mateus, Luis Fernando. Camacho. (1981). La copla folklorica en Santander y la guabina velena.. Embera; Revista del Folclor (Medellin)."
BIB-A-1039,Artículo,"Adam Ferrero, Bernardo",1986,Las bandas de música en el mundo,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Adam Ferrero, Bernardo. (1986). Las bandas de música en el mundo. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1040,Artículo,"Martin Salazar, Miguel Angel.",1986,El folclor de los Llanos Orientales.,Nueva Revista Colombiana de Folclor (Bogota),,1,61-82,,,,,,,,,No verificado externamente,,"Martin Salazar, Miguel Angel.. (1986). El folclor de los Llanos Orientales.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1041,Artículo,"Franco Medina, Carlos Arturo",1987,Bailes cantados de la Costa Atlántica,Nueva Revista Colombiana de Folclor,1,2,55-72,,,,,,,,,No verificado externamente,,"Franco Medina, Carlos Arturo. (1987). Bailes cantados de la Costa Atlántica. Nueva Revista Colombiana de Folclor."
BIB-A-1042,Artículo,"Friedmann, Susana",1987,Proceso simbólico y transmisión musical : el romance y los cantos festivos religiosos del sur de Colombia,Cahiers du monde hispanique et luso-brésilien,48,1,2020-09-26 00:00:00,,,,,,,,,No verificado externamente,,"Friedmann, Susana. (1987). Proceso simbólico y transmisión musical : el romance y los cantos festivos religiosos del sur de Colombia. Cahiers du monde hispanique et luso-brésilien."
BIB-A-1043,Artículo,"Montes Giraldo, José Joaquín",1988,"Muestra de literatura oral popular de Manzanares, Caldas.",Nueva Revista Colombiana de Folclor (Bogota),,4,83-98,,,,,,,,,No verificado externamente,,"Montes Giraldo, José Joaquín. (1988). Muestra de literatura oral popular de Manzanares, Caldas.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1044,Artículo,"Ortiz Riaurte, Carolina.",1988,El sombrero en las coplas colombianas.,Nueva Revista Colombiana de Folclor,,4,99-104,,,,,,,,,No verificado externamente,,"Ortiz Riaurte, Carolina.. (1988). El sombrero en las coplas colombianas.. Nueva Revista Colombiana de Folclor."
BIB-A-1045,Artículo,"Ortiz Ricaurte, Carolina",1988,El sombrero en las coplas colombianas.,Nueva Revista Colombiana de Folclor,,4,99-104,,,,,,,,,No verificado externamente,,"Ortiz Ricaurte, Carolina. (1988). El sombrero en las coplas colombianas.. Nueva Revista Colombiana de Folclor."
BIB-A-1046,Artículo,"Murillo, Nicolás.",1989,Rondas y juegos del Chocó.,Nueva Revista Colombiana de Folclor (Bogota),,5,77-88,,,,,,,,,No verificado externamente,,"Murillo, Nicolás.. (1989). Rondas y juegos del Chocó.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1047,Artículo,"Bello Pascua, Ignacio",1990,La rumba criolla,Nueva Revista Colombiana de Folclor,2,8,49-56,,,,,,,,,No verificado externamente,,"Bello Pascua, Ignacio. (1990). La rumba criolla. Nueva Revista Colombiana de Folclor."
BIB-A-1048,Artículo,"Ibatá, Carlos J",1990,La Banda de los Borrachos,Nueva Revista Colombiana de Folclor,2,8,73-80,,,,,,,,,No verificado externamente,,"Ibatá, Carlos J. (1990). La Banda de los Borrachos. Nueva Revista Colombiana de Folclor."
BIB-A-1049,Artículo,"Osorio, Darío",1990,"Fiestas populares, costumbres y pesca, en el departamento del Huila",Nueva Revista Colombiana de Folclor,2,8,95-108,,,,,,,,,No verificado externamente,,"Osorio, Darío. (1990). Fiestas populares, costumbres y pesca, en el departamento del Huila. Nueva Revista Colombiana de Folclor."
BIB-A-1050,Artículo,"Uribe Marín, Ingrid",1990,Baile del rajaleña,Nueva Revista Colombiana de Folclor,2,8,163-176,,,,,,,,,No verificado externamente,,"Uribe Marín, Ingrid. (1990). Baile del rajaleña. Nueva Revista Colombiana de Folclor."
BIB-A-1051,Artículo,"Villareal Vásquez, Luis José",1990,Ficción y realidad de algunos romances tradicionales en Santander,Nueva Revista Colombiana de Folclor,,9,103-117,,,,,,,,,No verificado externamente,,"Villareal Vásquez, Luis José. (1990). Ficción y realidad de algunos romances tradicionales en Santander. Nueva Revista Colombiana de Folclor."
BIB-A-1052,Artículo,"Rodriguez P., H.",1991,Las hormigas culonas en la historia y el folklore,Bogotá: Tres Culturas Editores,,,13-20,,,,,,,,,No verificado externamente,,"Rodriguez P., H.. (1991). Las hormigas culonas en la historia y el folklore. Bogotá: Tres Culturas Editores."
BIB-A-1053,Artículo,"Villadiego, Benjamin. Puche",1991,Refranes populares.,Nueva Revista Colombiana de Folclor (Bogota),3,11,,,,,,,,,,No verificado externamente,,"Villadiego, Benjamin. Puche. (1991). Refranes populares.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1054,Artículo,"Villarreal Vásquez, Luis",1992,Ficción y realidad de algunos romances tradicionales en Santander: la hipérbole: una marca de compensación,Thesaurus: Boletín del instituto Caro y Cuervo,47,2,313-336,,,,,,,,,No verificado externamente,,"Villarreal Vásquez, Luis. (1992). Ficción y realidad de algunos romances tradicionales en Santander: la hipérbole: una marca de compensación. Thesaurus: Boletín del instituto Caro y Cuervo."
BIB-A-1055,Artículo,"Jacques, Gilard",1994,El folclor en la construcción de las Américas,Caravelle,62,1,329-330,,,,,,,,,No verificado externamente,,"Jacques, Gilard. (1994). El folclor en la construcción de las Américas. Caravelle."
BIB-A-1056,Artículo,"Quijano Guerreo, Alberto",1995,La historia en coplas.,Nueva Revista Colombiana de Folclor,,15,87-97,,,,,,,,,No verificado externamente,,"Quijano Guerreo, Alberto. (1995). La historia en coplas.. Nueva Revista Colombiana de Folclor."
BIB-A-1057,Artículo,"Quijano Guerrero, Alberto.",1995,La historia en coplas.,Nueva Revista Colombiana de Folclor,,15,87-97,,,,,,,,,No verificado externamente,,"Quijano Guerrero, Alberto.. (1995). La historia en coplas.. Nueva Revista Colombiana de Folclor."
BIB-A-1058,Artículo,"Watts, Alan",1998,Mito y ritual en el cristianismo,Nueva Revista Colombiana de Folclor (Bogota),,,273,,,,,,,,,No verificado externamente,,"Watts, Alan. (1998). Mito y ritual en el cristianismo. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1059,Artículo,"Wilches-Chaux, Gustavo",1999,Semana Santa en Popayán,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Wilches-Chaux, Gustavo. (1999). Semana Santa en Popayán. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1060,Artículo,"Zambrano, Carlos",1999,Semana Santa en Popayán,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Zambrano, Carlos. (1999). Semana Santa en Popayán. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1061,Artículo,"Menorquines, Biblioteca De Escritores",2000,Apuntes sobre el,"Colombia, sus Gentes y Regiones (Santafe de Bogota)",,,41-42,,,,,,,,,No verificado externamente,,"Menorquines, Biblioteca De Escritores. (2000). Apuntes sobre el. Colombia, sus Gentes y Regiones (Santafe de Bogota)."
BIB-A-1062,Artículo,"Sourdis, Adelaida",2000,Huellas. Revista de la Universidad del Norte,Estructura de la ganadería en el Caribe colombiano,,,38-48,,,,,,,,,No verificado externamente,,"Sourdis, Adelaida. (2000). Huellas. Revista de la Universidad del Norte. Estructura de la ganadería en el Caribe colombiano."
BIB-A-1063,Artículo,"Bolívar Rojas, Edgar Enrique",2001,El desfile de silleteros: fiesta y drama en una celebración urbana,Nueva Revista Colombiana de Folclor,7,,19-32,,,,,,,,,No verificado externamente,,"Bolívar Rojas, Edgar Enrique. (2001). El desfile de silleteros: fiesta y drama en una celebración urbana. Nueva Revista Colombiana de Folclor."
BIB-A-1064,Artículo,"Jaramillo, Luz Marina",2001,"Fiestas y diversiones campesinas y pueblerinas: en el caso de Barbosa, Antioquia.",Nueva Revista Colombiana de Folclor (Bogota),,21,157-171,,,,,,,,,No verificado externamente,,"Jaramillo, Luz Marina. (2001). Fiestas y diversiones campesinas y pueblerinas: en el caso de Barbosa, Antioquia.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1065,Artículo,"Rozo Gauta, José",2001,"Fiestas y diversiones campesinas y pueblerinas: en el caso de Barbosa, Antioquia.",Nueva Revista Colombiana de Folclor (Bogota),,21,157-171,,,,,,,,,No verificado externamente,,"Rozo Gauta, José. (2001). Fiestas y diversiones campesinas y pueblerinas: en el caso de Barbosa, Antioquia.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1066,Artículo,"Solorzano Sanchez, Luis Fernando",2001,La arriería.,Nueva Revista Colombiana de Folclor (Bogota),,21,173-180,,,,,,,,,No verificado externamente,,"Solorzano Sanchez, Luis Fernando. (2001). La arriería.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1067,Artículo,"Vahos Jimenez, Oscar",2001,Bailes antiguos de Antioquia,Nueva Revista Colombiana de Folclor,7,21,193-205,,,,,,,,,No verificado externamente,,"Vahos Jimenez, Oscar. (2001). Bailes antiguos de Antioquia. Nueva Revista Colombiana de Folclor."
BIB-A-1068,Artículo,"Córdoba Cuesta, Dairo",2004,Mitos y leyendas del folclor chocoano.,Nueva Revista Colombiana de Folclor,,23,201-218,,,,,,,,,No verificado externamente,,"Córdoba Cuesta, Dairo. (2004). Mitos y leyendas del folclor chocoano.. Nueva Revista Colombiana de Folclor."
BIB-A-1069,Artículo,"de la Torre G., Gonzalo M.",2004,Alabaos y romances: “Un tema clave en el Chocó”.,Nueva revista colombiana de Folclor,,23,137-147,,,,,,,,,No verificado externamente,,"de la Torre G., Gonzalo M.. (2004). Alabaos y romances: “Un tema clave en el Chocó”.. Nueva revista colombiana de Folclor."
BIB-A-1070,Artículo,"de la Torre G., Gonzalo M.",2004,Alabaos y romances: “Un tema clave en el Chocó”,Nueva revista colombiana de Folclor,,23,137-147,,,,,,,,,No verificado externamente,,"de la Torre G., Gonzalo M.. (2004). Alabaos y romances: “Un tema clave en el Chocó”. Nueva revista colombiana de Folclor."
BIB-A-1071,Artículo,"Dediego Parra Gonzalo M, Madolia y de la Torre G",2004,Alabaos y romances: “Un tema clave en el Chocó”.,Nueva revista colombiana de Folclor,,23,137-147,,,,,,,,,No verificado externamente,,"Dediego Parra Gonzalo M, Madolia y de la Torre G. (2004). Alabaos y romances: “Un tema clave en el Chocó”.. Nueva revista colombiana de Folclor."
BIB-A-1072,Artículo,"Dediego Parra, Madolia",2004,Alabaos y romances: “Un tema clave en el Chocó”.,Nueva revista colombiana de Folclor,,23,137-147,,,,,,,,,No verificado externamente,,"Dediego Parra, Madolia. (2004). Alabaos y romances: “Un tema clave en el Chocó”.. Nueva revista colombiana de Folclor."
BIB-A-1073,Artículo,"Dediego Parra, Madolia",2004,Alabaos y romances: “Un tema clave en el Chocó”,Nueva revista colombiana de Folclor,,23,137-147,,,,,,,,,No verificado externamente,,"Dediego Parra, Madolia. (2004). Alabaos y romances: “Un tema clave en el Chocó”. Nueva revista colombiana de Folclor."
BIB-A-1074,Artículo,"Mosquera, Euclides.",2004,Los juegos y rondas infantiles del departamento del Choco.,Nueva Revista Colombiana de Folclor (Bogota),,23,171-184,,,,,,,,,No verificado externamente,,"Mosquera, Euclides.. (2004). Los juegos y rondas infantiles del departamento del Choco.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1075,Artículo,"Ocampo López, Javier",2004,El folclor del Choco.,Nueva Revista Colombiana de Folclor (Bogota),,23,2020-07-10 00:00:00,,,,,,,,,No verificado externamente,,"Ocampo López, Javier. (2004). El folclor del Choco.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1076,Artículo,"Rovira de Córdoba Dairo, Cidenia y Córdoba Cuesta",2004,Mitos y leyendas del folclor chocoano.,Nueva Revista Colombiana de Folclor,,23,201-218,,,,,,,,,No verificado externamente,,"Rovira de Córdoba Dairo, Cidenia y Córdoba Cuesta. (2004). Mitos y leyendas del folclor chocoano.. Nueva Revista Colombiana de Folclor."
BIB-A-1077,Artículo,"Rovira de Córdoba Darcio, Cidenia y Córdoba Cuesta",2004,Mitos y leyendas del folclor chocoano.,Nueva Revista Colombiana de Folclor,,23,201-218,,,,,,,,,No verificado externamente,,"Rovira de Córdoba Darcio, Cidenia y Córdoba Cuesta. (2004). Mitos y leyendas del folclor chocoano.. Nueva Revista Colombiana de Folclor."
BIB-A-1078,Artículo,"Rovira de Córdoba, Cidenia",2004,Mitos y leyendas del folclor chocoano.,Nueva Revista Colombiana de Folclor,,23,201-218,,,,,,,,,No verificado externamente,,"Rovira de Córdoba, Cidenia. (2004). Mitos y leyendas del folclor chocoano.. Nueva Revista Colombiana de Folclor."
BIB-A-1079,Artículo,"Castaño Pareja, Yoer Javier",2005,"""Rinden culto a Baco, Venus y Cupido"": Juegos y actividades lúdicas en la Provincia de Antioquia y otras zonas neogranadinas, siglos XVII - XVIII",Historia Critica,30,,115-138,,,,,,,,,No verificado externamente,,"Castaño Pareja, Yoer Javier. (2005). ""Rinden culto a Baco, Venus y Cupido"": Juegos y actividades lúdicas en la Provincia de Antioquia y otras zonas neogranadinas, siglos XVII - XVIII. Historia Critica."
BIB-A-1080,Artículo,"Aragon, Lucas. Marchante",2007,"Folclore, erudición y empirismo en la España del siglo XVI: un ejemplo en Persiles de Cervantes","Íkala, Revista De Lenguaje Y Cultura",12,18,97-117,,,,,,,,,No verificado externamente,,"Aragon, Lucas. Marchante. (2007). Folclore, erudición y empirismo en la España del siglo XVI: un ejemplo en Persiles de Cervantes. Íkala, Revista De Lenguaje Y Cultura."
BIB-A-1081,Artículo,"Lozano, Socorro",2007,Que es el clima ? Que es el clima ?,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Lozano, Socorro. (2007). Que es el clima ? Que es el clima ?. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1082,Artículo,"Whitten, Norman E.",2007,The Longue Dur�e of Racial Fixity and the Transformative Conjunctures of Racial Blending,Journal of Latin American and Caribbean Anthropology,12,2,356-383,,,,,,,,,No verificado externamente,,"Whitten, Norman E.. (2007). The Longue Dur�e of Racial Fixity and the Transformative Conjunctures of Racial Blending. Journal of Latin American and Caribbean Anthropology."
BIB-A-1083,Artículo,"Balvín Restrepo, Jhonathan",2008,Benigno A. Gutiérrez (1889-1957) compilador y difusor del folclor y de la literatura antioqueña.,Revista Universidad de Antioquia (Medellin),,,,,,,,,,,,No verificado externamente,,"Balvín Restrepo, Jhonathan. (2008). Benigno A. Gutiérrez (1889-1957) compilador y difusor del folclor y de la literatura antioqueña.. Revista Universidad de Antioquia (Medellin)."
BIB-A-1084,Artículo,"Oslender, Ulrich",2008,"""The Logic of the River"": A Spatial Approach to Ethnic-Territorial Mobilization in the Colombian Pacific Region",Journal of Latin American Anthropology,7,2,86-117,,,,,,,,,No verificado externamente,,"Oslender, Ulrich. (2008). ""The Logic of the River"": A Spatial Approach to Ethnic-Territorial Mobilization in the Colombian Pacific Region. Journal of Latin American Anthropology."
BIB-A-1085,Artículo,"Barrera Aguilar, Óscar",2009,"Folclor, indigenismo y mestizaje durante la república liberal",Maguaré,,23,5,,,,,,,,,No verificado externamente,,"Barrera Aguilar, Óscar. (2009). Folclor, indigenismo y mestizaje durante la república liberal. Maguaré."
BIB-A-1086,Artículo,"Rausch, Jane M.",2009,Petroleum and the Transformation of the Llanos Frontier in Colombia: 1980 to the Present,The Latin Americanist,53,1,113-136,,,,,,,,,No verificado externamente,,"Rausch, Jane M.. (2009). Petroleum and the Transformation of the Llanos Frontier in Colombia: 1980 to the Present. The Latin Americanist."
BIB-A-1087,Artículo,"Rojas González, Francisco",2010,La Institucion del Compadrazgo entre los indios de México,Revista Colombiana de Folclor (Bogota),5,2,201-213,,,,,,,,,No verificado externamente,,"Rojas González, Francisco. (2010). La Institucion del Compadrazgo entre los indios de México. Revista Colombiana de Folclor (Bogota)."
BIB-A-1088,Artículo,"Rosales, Hector E. Rodriguez",2010,La religiosidad popular en la globalización,Anales de Antropología,43,0,,,,,,,,,,No verificado externamente,,"Rosales, Hector E. Rodriguez. (2010). La religiosidad popular en la globalización. Anales de Antropología."
BIB-A-1089,Artículo,Parranda Vallenata,2012,Leyenda de Francisco El Hombre,,,,,,,,,,,,,No verificado externamente,,Parranda Vallenata. (2012). Leyenda de Francisco El Hombre.
BIB-A-1090,Artículo,"Sánchez Mejía, Hugues R.",2014,"Los usos del folclore y la construcción de una identidad regional ""costeña"" y nacional en la obra de Antonio Brugés Carmona, 1940-1950",Revista de Estudios Sociales,,49,145-158,,,,,,,,,No verificado externamente,,"Sánchez Mejía, Hugues R.. (2014). Los usos del folclore y la construcción de una identidad regional ""costeña"" y nacional en la obra de Antonio Brugés Carmona, 1940-1950. Revista de Estudios Sociales."
BIB-A-1091,Artículo,"Santos Delgado, Adriana",2014,"Los usos del folclore y la construcción de una identidad regional ""costeña"" y nacional en la obra de Antonio Brugés Carmona, 1940-1950",Revista de Estudios Sociales,,49,145-158,,,,,,,,,No verificado externamente,,"Santos Delgado, Adriana. (2014). Los usos del folclore y la construcción de una identidad regional ""costeña"" y nacional en la obra de Antonio Brugés Carmona, 1940-1950. Revista de Estudios Sociales."
BIB-A-1092,Artículo,"Dulaurans, Marlène",2017,L’artivisme indigène : nouvelles pratiques du web,Revue française des sciences de l’information et de la communication,,10,,,,,,,,,,No verificado externamente,,"Dulaurans, Marlène. (2017). L’artivisme indigène : nouvelles pratiques du web. Revue française des sciences de l’information et de la communication."
BIB-A-1093,Artículo,"Motta Ramirez, Oscar",2017,L’artivisme indigène : nouvelles pratiques du web,Revue française des sciences de l’information et de la communication,,10,,,,,,,,,,No verificado externamente,,"Motta Ramirez, Oscar. (2017). L’artivisme indigène : nouvelles pratiques du web. Revue française des sciences de l’information et de la communication."
BIB-A-1094,Artículo,"Suárez, Diego Fernando Buitrago",2017,"Nación mestiza: El caso de la Revista de Folklore en Colombia, 1947-2011",Anuario Colombiano de Historia Social y de la Cultura,44,1,279-302,,,,,,,,,No verificado externamente,,"Suárez, Diego Fernando Buitrago. (2017). Nación mestiza: El caso de la Revista de Folklore en Colombia, 1947-2011. Anuario Colombiano de Historia Social y de la Cultura."
BIB-A-1095,Artículo,"Castellví, Marcelino y otros (Eds.)",1944,El cancionero del Padre Lucas de Batet y la etnoornitología,Amazonía Colombiana Americanista,2,48,145-159,,,,,,,,,No verificado externamente,,"Castellví, Marcelino y otros (Eds.). (1944). El cancionero del Padre Lucas de Batet y la etnoornitología. Amazonía Colombiana Americanista."
BIB-A-1096,Artículo,"Apolinar María, Hermano",1944,Vocabulario de términos vulgares en Historia Natural Colombiana,"Revista de la Academia de Ciencias Exactas, Físicas y Naturales",,2020-01-07 00:00:00,,,,,,,,,,No verificado externamente,,"Apolinar María, Hermano. (1944). Vocabulario de términos vulgares en Historia Natural Colombiana. Revista de la Academia de Ciencias Exactas, Físicas y Naturales."
BIB-A-1097,Artículo,"Robinson, J. W. L. y Bridgman, A.",1969,Los indios Noanamá del río Taparal,Revista Colombiana de Antropología,,14,177-200,,,,,,,,,No verificado externamente,,"Robinson, J. W. L. y Bridgman, A.. (1969). Los indios Noanamá del río Taparal. Revista Colombiana de Antropología."
BIB-A-1098,Artículo,"Hernández, Juan C.",l 947,"El Peñón de los muertos, Cuentos folclóricos",Revista de las Indias,30,95,261-278,,,,,,,,,No verificado externamente,,"Hernández, Juan C.. (l 947). El Peñón de los muertos, Cuentos folclóricos. Revista de las Indias."
BIB-A-1099,Artículo,"Caro, Víctor",s. f.,Informe sobre el concurso de cancíoneros,Revista Javeriana,,14,,,,,,,,,,No verificado externamente,,"Caro, Víctor. (s. f.). Informe sobre el concurso de cancíoneros. Revista Javeriana."
BIB-A-1100,Artículo,"García, A.",S. f.,"De toponimia, de etnología y de historia",Boletín del instituto marco Fidel Suárez,,1,117-118,,,,,,,,,No verificado externamente,,"García, A.. (S. f.). De toponimia, de etnología y de historia. Boletín del instituto marco Fidel Suárez."
BIB-A-1101,Artículo,"Garibello, Carlos",s. f.,Informe de la comisión al Amazonas,Anales de la Junta Nacional de Folclor,,,,,,,,,,,,No verificado externamente,,"Garibello, Carlos. (s. f.). Informe de la comisión al Amazonas. Anales de la Junta Nacional de Folclor."
BIB-A-1102,Artículo,"González de la Calle, Pedro Urbano",s. f.,Contribución al estudio del ''Bogotano'',Revista nacional de cultura,,51,38-54,,,,,,,,,No verificado externamente,,"González de la Calle, Pedro Urbano. (s. f.). Contribución al estudio del ''Bogotano''. Revista nacional de cultura."
BIB-A-1103,Artículo,"Merizalde, Bernardo del Carmen",s. f.,La poesía popular de los negros costeños,Boletín de la provincia de Nuestra Señora de la candelaria de Colombia,21,1,37-40,,,,,,,,,No verificado externamente,,"Merizalde, Bernardo del Carmen. (s. f.). La poesía popular de los negros costeños. Boletín de la provincia de Nuestra Señora de la candelaria de Colombia."
BIB-A-1104,Artículo,Anónimo,s.f.,Mitos de nuestros curanderos,Laboratorio,,13,,,,,,,,,,No verificado externamente,,Anónimo. (s.f.). Mitos de nuestros curanderos. Laboratorio.
BIB-A-1105,Artículo,Anónimo,s.f.,Mágicos de los curanderos (sic),Laboratorio,,13,,,,,,,,,,No verificado externamente,,Anónimo. (s.f.). Mágicos de los curanderos (sic). Laboratorio.
BIB-A-1106,Artículo,Anónimo,s.f.,La diosa del Chairá,Revista de Misiones,,543,,,,,,,,,,No verificado externamente,,Anónimo. (s.f.). La diosa del Chairá. Revista de Misiones.
BIB-A-1107,Artículo,Anónimo,s.f.,Mágicos de los curanderos,Laboratorio,,13,,,,,,,,,,No verificado externamente,,Anónimo. (s.f.). Mágicos de los curanderos. Laboratorio.
BIB-A-1108,Artículo,"González, J.",s.f.,Hoja del folclore. Municipio de Ipiales,Laboratorio,,18,,,,,,,,,,No verificado externamente,,"González, J.. (s.f.). Hoja del folclore. Municipio de Ipiales. Laboratorio."
BIB-A-1109,Artículo,"Mejía, Darío",s.f.,Más sobre las costumbres de los indígenas del Vaupés,Semisiones,,140,7-9,,,,,,,,,No verificado externamente,,"Mejía, Darío. (s.f.). Más sobre las costumbres de los indígenas del Vaupés. Semisiones."
BIB-A-1110,Artículo,"Trespalacios, Luciano",s.f.,"Apartes de ""El Curandero""",Laboratorio,,4,,,,,,,,,,No verificado externamente,,"Trespalacios, Luciano. (s.f.). Apartes de ""El Curandero"". Laboratorio."
BIB-A-1111,Artículo,"Acosta, Echeverri",,El Departamento de Matices,Nueva Revista Colombiana de Folclor (Bogota),,3,,,,,,,,,,No verificado externamente,,"Acosta, Echeverri. (s. f.). El Departamento de Matices. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1112,Artículo,"Acosta, Ernesto. Rodriguez",,Artesanías.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Acosta, Ernesto. Rodriguez. (s. f.). Artesanías.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1113,Artículo,"Alvarez, Blanca.",,El traje tipico del departamento del Tolima.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Alvarez, Blanca.. (s. f.). El traje tipico del departamento del Tolima.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1114,Artículo,"Ampudia, Cesar Augusto. Cordoba",,El pasillo chocoano.,Nueva Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Ampudia, Cesar Augusto. Cordoba. (s. f.). El pasillo chocoano.. Nueva Revista Colombiana de Folclor (Bogota)."
BIB-A-1115,Artículo,"Arbelaez, Enrique. Perez",,El currulao.,Revista Colombiana de Folclor (Bogota),,,,,,,,,,,,No verificado externamente,,"Arbelaez, Enrique. Perez. (s. f.). El currulao.. Revista Colombiana de Folclor (Bogota)."
BIB-A-1116,Artículo,"Arboleda, Luz Marina. Jaramillo",,Oscar Vahos Jiménez: homenaje a la memoria del juego y la lúdica de Colombia.,Porro y Folclor : revista cultural,,,,,,,,,,,,No verificado externamente,,"Arboleda, Luz Marina. Jaramillo. (s. f.). Oscar Vahos Jiménez: homenaje a la memoria del juego y la lúdica de Colombia.. Porro y Folclor : revista cultural."
BIB-A-1117,Artículo,"Arias, Carlos.",,La musica del Pacifico colombiano : entre el folclor tradicional y la musica popular contemporanea.,Pacifico Sur,,,,,,,,,,,,No verificado externamente,,"Arias, Carlos.. (s. f.). La musica del Pacifico colombiano : entre el folclor tradicional y la musica popular contemporanea.. Pacifico Sur."
